Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V2 Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Stub Record Variable to be Retained,Question Type,IMS Review Notes
7812,7812,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
7813,7813,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
7814,7814,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
7815,7815,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
7816,7816,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
7817,7817,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7818,7818,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7819,7819,129084651,Survey,716117817,Where You Live and Work,494698740,"Address 7- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,Revised,,285968511,"Address 7- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,,Other: Please describe,SrvLAW_HomeWtr3_7_Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Added Char to Variable Type. Unharmonized source question from question text.
7820,7820,129084651,Survey,716117817,Where You Live and Work,211740798,Address 8- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,,,211740798,Address 8- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,,Primary water source,SrvLAW_8PrimaryWater1_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7821,7821,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
7822,7822,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
7823,7823,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7824,7824,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7825,7825,129084651,Survey,716117817,Where You Live and Work,211740798,Address 8- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,Revised,,155987172,Address 8- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,,Primary water source,SrvLAW_8PrimaryWater1_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7826,7826,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
7827,7827,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
7828,7828,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7829,7829,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7830,7830,129084651,Survey,716117817,Where You Live and Work,211740798,Address 8- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,Revised,,325825550,Address 8- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],,,Other: Please describe,SrvLAW_HomeWtr1_8_Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Added Char to Variable Type. Unharmonized source question from question text.
7831,7831,129084651,Survey,716117817,Where You Live and Work,,,,,,,,318621931,Address 8- About how deep [is/was] your private well?,,,Deep private well,SrvLAW_DeepPrivWell8_v1r0,,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,,
7832,7832,,,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,,
7833,7833,,,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,,
7834,7834,,,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,,
7835,7835,,,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,,
7836,7836,,,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,,
7837,7837,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7838,7838,129084651,Survey,716117817,Where You Live and Work,542086156,"Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,,,542086156,"Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_8PrimaryWater2_v2r0,,Num,2,123108471,0 = Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7839,7839,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
7840,7840,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
7841,7841,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
7842,7842,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
7843,7843,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
7844,7844,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7845,7845,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7846,7846,129084651,Survey,716117817,Where You Live and Work,542086156,"Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,Revised,,206484262,"Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_8PrimaryWater2_v2r0,,Num,2,123108471,0 = Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7847,7847,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
7848,7848,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
7849,7849,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
7850,7850,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
7851,7851,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
7852,7852,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7853,7853,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7854,7854,129084651,Survey,716117817,Where You Live and Work,542086156,"Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,Revised,,997984387,"Address 8- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,,Other: Please describe,SrvLAW_HomeWtr3_8_Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Added Char to Variable Type. Unharmonized source question from question text.
7855,7855,129084651,Survey,716117817,Where You Live and Work,190307069,Address 9- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,,,190307069,Address 9- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,,Primary water source,SrvLAW_9PrimaryWater1_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7856,7856,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
7857,7857,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
7858,7858,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7859,7859,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7860,7860,129084651,Survey,716117817,Where You Live and Work,190307069,Address 9- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,Revised,,329423052,Address 9- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,,Primary water source,SrvLAW_9PrimaryWater1_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7861,7861,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
7862,7862,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
7863,7863,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7864,7864,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7865,7865,129084651,Survey,716117817,Where You Live and Work,190307069,Address 9- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,Revised,,988941261,Address 9- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],,,Other: Please describe,SrvLAW_HomeWtr1_9_Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Added Char to Variable Type. Unharmonized source question from question text.
7866,7866,129084651,Survey,716117817,Where You Live and Work,,,,,,,,697751634,Address 9- About how deep [is/was] your private well?,,,Deep private well,SrvLAW_DeepPrivWell9_v1r0,,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,,
7867,7867,,,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,,
7868,7868,,,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,,
7869,7869,,,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,,
7870,7870,,,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,,
7871,7871,,,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,,
7872,7872,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7873,7873,129084651,Survey,716117817,Where You Live and Work,740535024,"Address 9- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,,,740535024,"Address 9- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_9PrimaryWater2_v2r0,,Num,2,123108471,0 = Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7874,7874,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
7875,7875,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
7876,7876,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
7877,7877,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
7878,7878,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
7879,7879,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7880,7880,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7881,7881,129084651,Survey,716117817,Where You Live and Work,740535024,"Address 9- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,Revised,,211515619,"Address 9- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_9PrimaryWater2_v2r0,,Num,2,123108471,0 = Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7882,7882,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
7883,7883,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
7884,7884,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
7885,7885,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
7886,7886,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
7887,7887,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7888,7888,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7889,7889,129084651,Survey,716117817,Where You Live and Work,740535024,"Address 9- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,Revised,,104666483,"Address 9- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,,Other: Please describe,SrvLAW_HomeWtr3_9_Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Added Char to Variable Type. Unharmonized source question from question text.
7890,7890,129084651,Survey,716117817,Where You Live and Work,154170916,Address 10- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,,,154170916,Address 10- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,,Primary water source,SrvLAW_10PrimaryWater1_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7891,7891,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
7892,7892,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
7893,7893,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7894,7894,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7895,7895,129084651,Survey,716117817,Where You Live and Work,154170916,Address 10- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,Revised,,940253045,Address 10- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,,Primary water source,SrvLAW_10PrimaryWater1_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7896,7896,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
7897,7897,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
7898,7898,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7899,7899,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7900,7900,129084651,Survey,716117817,Where You Live and Work,154170916,Address 10- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,Revised,,175293001,Address 10- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],,,Other: Please describe,SrvLAW_HomeWtr1_10_Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Added Char to Variable Type. Unharmonized source question from question text.
7901,7901,129084651,Survey,716117817,Where You Live and Work,,,,,,,,277745320,Address 10- About how deep [is/was] your private well?,,,Deep private well,SrvLAW_DeepPrivWell10_v1r0,,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,,
7902,7902,,,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,,
7903,7903,,,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,,
7904,7904,,,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,,
7905,7905,,,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,,
7906,7906,,,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,,
7907,7907,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7908,7908,129084651,Survey,716117817,Where You Live and Work,825109070,"Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,,,825109070,"Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_10PrimaryWater2_v2r0,,Num,2,123108471,0 = Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7909,7909,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
7910,7910,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
7911,7911,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
7912,7912,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
7913,7913,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
7914,7914,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7915,7915,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7916,7916,129084651,Survey,716117817,Where You Live and Work,825109070,"Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,Revised,,592289305,"Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_10PrimaryWater2_v2r0,,Num,2,123108471,0 = Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7917,7917,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
7918,7918,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
7919,7919,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
7920,7920,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
7921,7921,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
7922,7922,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7923,7923,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7924,7924,129084651,Survey,716117817,Where You Live and Work,825109070,"Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,Revised,,744039577,"Address 10- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,,Other: Please describe,SrvLAW_HomeWtr3_10_Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Added Char to Variable Type. Unharmonized source question from question text.
7925,7925,129084651,Survey,716117817,Where You Live and Work,337574535,Address 11- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,,,337574535,Address 11- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,,Primary water source,SrvLAW_11PrimaryWater1_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7926,7926,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
7927,7927,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
7928,7928,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7929,7929,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7930,7930,129084651,Survey,716117817,Where You Live and Work,337574535,Address 11- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,Revised,,794421227,Address 11- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,,Primary water source,SrvLAW_11PrimaryWater1_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7931,7931,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
7932,7932,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
7933,7933,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7934,7934,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7935,7935,129084651,Survey,716117817,Where You Live and Work,337574535,Address 11- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,Revised,,495342185,Address 11- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],,,Other: Please describe,SrvLAW_HomeWtr1_11_Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Added Char to Variable Type. Unharmonized source question from question text.
7936,7936,129084651,Survey,716117817,Where You Live and Work,,,,,,,,535386940,Address 11- About how deep [is/was] your private well?,,,Deep private well,SrvLAW_DeepPrivWell11_v1r0,,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,,
7937,7937,,,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,,
7938,7938,,,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,,
7939,7939,,,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,,
7940,7940,,,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,,
7941,7941,,,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,,
7942,7942,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
