Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V2 Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Stub Record Variable to be Retained,Question Type,IMS Review Notes
1988,1988,819848608,Biospecimen,173836415,Collection Details,266600170,0 = Baseline,,,,,,982213346,Date/time stamp sent by the site for clinical collection of blood sample,,,BL D/T Clin Blood Collection,BioClin_ClinBloodTmBL_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,Sent from site EMR to NCI via API,"Required = Yes, if BioFin_BaseBloodCol_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Study Manager Data Dictionary",No,No,7/31/25,"Participants Table Nested structure: d_173836415_d_266600170_d_982213346 (2nd CID will change depending on BL/F-U1,2,3)",,,Updated Secondary Source to Collection Details and Variable name BioClin_ClinBloodTime_v1r0 with BioClin_ClinBloodTmBL_v1r0
1989,1989,819848608,Biospecimen,173836415,Collection Details,496823485,1 = Activity 1,,,,Revised,4/29/26,982213346,Date/time stamp sent by the site for clinical collection of blood sample,,,A1 D/T Clin Blood Collection,BioCol_ClinBloodTmA1_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,"Set by us for research; for clinical- from site EMR, sent to NCI via API. Previously added on 3/21/24; Revised Current Source Question from ""Follow Up 1"" to ""Activity 1"", Updated variable name and variable label from ""F1"" to ""A1"" (3/9/26); Updated variable pre-fix from ""BioSpm"" to ""BioCol"" to align with Secondary Source (4/2/26)","Required = Yes, if BioFin_BaseBloodCol_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Study Manager Data Dictionary",No,No,4/2/26,"Participants Table Nested structure: d_173836415_d_266600170_d_982213346 (2nd CID may change depending on BL/A1,2,3)",,,
1990,1990,819848608,Biospecimen,173836415,Collection Details,650465111,2 = Activity 2,,,,Revised,4/29/26,982213346,Date/time stamp sent by the site for clinical collection of blood sample,,,A2 D/T Clin Blood Collection,BioCol_ClinBloodTmA2_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,"Set by us for research; for clinical- from site EMR, sent to NCI via API; Previously added on 3/21/24; Revised Current Source Question from ""Follow Up 1"" to ""Activity 1"", Updated variable name and variable label from ""F1"" to ""A1"" (4/2/26); Updated variable pre-fix from ""BioSpm"" to ""BioCol"" to align with Secondary Source (4/2/26)","Required = Yes, if BioFin_BaseBloodCol_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Study Manager Data Dictionary",No,No,4/2/26,"Participants Table Nested structure: d_173836415_d_266600170_d_982213346 (2nd CID may change depending on BL/A1,2,3)",,,
1991,1991,819848608,Biospecimen,173836415,Collection Details,303552867,3 = Activity 3,,,,Revised,4/29/26,982213346,Date/time stamp sent by the site for clinical collection of blood sample,,,A3 D/T Clin Blood Collection,BioCol_ClinBloodTmA3_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,"Set by us for research; for clinical- from site EMR, sent to NCI via API; Previously added on 3/21/24; Revised Current Source Question from ""Follow Up 1"" to ""Activity 1"", Updated variable name and variable label from ""F1"" to ""A1"" (4/2/26); Updated variable pre-fix from ""BioSpm"" to ""BioCol"" to align with Secondary Source (4/2/26)","Required = Yes, if BioFin_BaseBloodCol_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Study Manager Data Dictionary",No,No,4/2/26,"Participants Table Nested structure: d_173836415_d_266600170_d_982213346 (2nd CID may change depending on BL/A1,2,3)",,,
1992,1992,819848608,Biospecimen,299553921,Serum Separator Tube 1,,,,,,,,536710547,Provide Deviation Details,,,SST1 Dev Details,BioCol_DevNotes_v1r0_SST1,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,,"Updated Variable Name from BioCol_DeviationNotes_v1r0 to BioCol_DevNotes_v1r0_SST1. Updated Variable Label, Secondary Source and CID."
1993,1993,819848608,Biospecimen,703954371,Serum Separator Tube 2,,,,,,,,536710547,Provide Deviation Details,,,SST2 Dev Details,BioCol_DevNotes_v1r0_SST2,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,,Added new Variable
1994,1994,819848608,Biospecimen,376960806,Serum Separator Tube 3,,,,,,,,536710547,Provide Deviation Details,,,SST3 Dev Details,BioCol_DevNotes_v1r0_SST3,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,,Added new variable.
1995,1995,819848608,Biospecimen,232343615,Serum Separator Tube 4,,,,,,,,536710547,Provide Deviation Details,,,SST4 Dev Details,BioCol_DevNotes_v1r0_SST4,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,,Added new variable.
1996,1996,819848608,Biospecimen,589588440,Serum Separator Tube 5,,,,,,,,536710547,Provide Deviation Details,,,SST5 Dev Details,BioCol_DevNotes_v1r0_SST5,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,,Added new variable.
1997,1997,819848608,Biospecimen,652357376,ACD Tube 1,,,,,,,,536710547,Provide Deviation Details,,,ACDT1 Dev Details,BioCol_DevNotes_v1r0_ACDT1,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,,Added new variable.
1998,1998,819848608,Biospecimen,505347689,STRECK Tube 1,,,,,,,,536710547,Provide Deviation Details,,,STRECKT1 Dev Details,BioCol_DevNotes_v1r0_STRT1,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,,Added new variable.
1999,1999,819848608,Biospecimen,973670172,Urine Tube 1,,,,,,,,536710547,Provide Deviation Details,,,UT1 Dev Details,BioCol_DevNotes_v1r0_UT1,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,,Added new variable.
2000,2000,819848608,Biospecimen,143615646,Mouthwash Tube 1,,,,,,,,536710547,Provide Deviation Details,,,MWT1 Dev Details,BioCol_DevNotes_v1r0_MWT1,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,,Added new variable.
2001,2001,819848608,Biospecimen,454453939,EDTA Tube 1,,,,,,,,536710547,Provide Deviation Details,,,EDTAT1 Dev Details,BioCol_DevNotes_v1r0_EDTAT1,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,,Added new variable.
2002,2002,819848608,Biospecimen,677469051,EDTA Tube 2,,,,,,,,536710547,Provide Deviation Details,,,EDTAT2 Dev Details,BioCol_DevNotes_v1r0_EDTAT2,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,,Added new variable.
2003,2003,819848608,Biospecimen,683613884,EDTA Tube 3,,,,,,,,536710547,Provide Deviation Details,,,EDTAT3 Dev Details,BioCol_DevNotes_v1r0_EDTAT3,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,,Added new variable.
2004,2004,819848608,Biospecimen,838567176,Heparin Tube 1,,,,,,,,536710547,Provide Deviation Details,,,HT1 Dev Details,BioCol_DevNotes_v1r0_HT1,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,,Added new variable.
2005,2005,819848608,Biospecimen,958646668,Heparin Tube 2,,,,,,,,536710547,Provide Deviation Details,,,HT2 Dev Details,BioCol_DevNotes_v1r0_HT2,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_536710547,,,Added new variable.
2006,2006,819848608,Biospecimen,497328760,Receipt Summary/Finalize Collection Data Entry,,,,,,,,260133861,Additional Notes (Optional),,,Addtl Notes,BioRec_NoteOpt_v1r0,,Char,800,,N/A,,No,Yes,,,"Biospecimen Clinical, Biospecimen Research",No,No,10/27/23,Not in Flattened Tables,,,
2007,2007,819848608,Biospecimen,497328760,Receipt Summary/Finalize Collection Data Entry,,,,,,,,410912345,Autogenerated flag when collection entry finalized,,,Collection Entry Final,BioRec_CollectFinal_v1r0,,Num,1,104430631,0 = No,,Yes,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,6/9/22,Biospecimen Table Not nested (d_410912345),,,
2008,2008,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
2009,2009,819848608,Biospecimen,497328760,Receipt Summary/Finalize Collection Data Entry,,,,,,,,556788178,Autogenerated date/time when collection entry finalized,,,D/T Collection Entry Final,BioRec_CollectFinalTime_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,ISO to be converted to SAS format,"Required = Yes, if BioRec_CollectFinal_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research",No,No,6/9/22,Biospecimen Table Not nested (d_556788178),,,
2010,2010,819848608,Biospecimen,360770860,Collection,,,,,,New,,771580890,Collection boxed status,,,Collection boxed status,BioCol_CollBoxedStatus_v1r0,,Num,1,657483796,0 = Not boxed,,Yes,No,This variable is set to 'notBoxed' on box creation. It is set to partiallyBoxed when only some tubes in the collection are boxed and it is set to 'boxed' when all tubes in a collection are in boxes. This is used to query available collections and stray tubes in the biospeimen shipping dashboard.,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/13/23,Not yet in flattened tables,,,
2011,2011,,,,,,,,,,,,,,,,,,,,,775512390,1 = Partially boxed,,,,,,,,,,,,,
2012,2012,,,,,,,,,,,,,,,,,,,,,210720511,2 = Boxed,,,,,,,,,,,,,
2013,2013,819848608,Biospecimen,360770860,Collection,,,,,,New,,742186726,Stray tubes list,,,Stray tubes list,BioCol_StrayTubesList_v1r0,,Array,Array,,"Example: ['CXA123456 0001' 'CXA123456 0002', ...]",,Yes,No,This list tracks stray tubes when collections are partially boxed. We'll use this list to enable orphan tube entry in BSD,,"Biospecimen Clinical, Biospecimen Research",No,No,9/13/23,Not yet in flattened tables,,,
2014,2014,819848608,Biospecimen,104913069,Research- Finalization and shipping,,,,,,Revised,4/29/26,684635302,Baseline Mouthwash Collected,,,BL MW Collected,BioRes_BaseMouthCol_v1r0,,Num,1,104430631,0 = No,,,,For display at check-in and check out. These will be derived from other variables in the biospecimen dictionary. Revised 'base' to 'BL' to be consistent w/ the collection setting flags (9/3/2025); Updated Secondary Source from """"""""""""""""Research - Finalization & Shipping"""""""""""""""" to """"""""""""""""Research"""""""""""""""" and updated pre-fix to """"""""""""""""BioRes"""""""""""""""" (4/2/26),"IF BioSpm_Visit_v1r0 = 0  AND MWTube1_BioCol_TubeCollected_v1r0 = 1, THEN BioFin_BaseMouthCol_v1r0=1",Biospecimen Research,No,Yes,4/2/26,Participants Table Not nested (d_684635302),,,
2015,2015,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
2016,2016,819848608,Biospecimen,173836415,Collection Details,266600170,0 = Baseline,,,,Revised,4/29/26,448660695,"Autogenerated date/time stamp for Research Collection of Mouthwash, for Home Mouthwash Collections, it is not autogenerated, but entered from the collection card where the pt records the date/time they filled it out",,,BL D/T MW Collected,BioCol_BMTimeBL_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,"Autogenerated for the Research Collections but entered by hand into the BPTL dashboard from the Collection Card info for the Mouthwash Collection. For home mouthwash collections, it is not autogenerated but entered from the collection card where the ppt records the date/time they filled it out. And if the pt does not return the card or leaves the date blank, it will be the date/time the packaged was shipped by the pt according to USPS data. For research mouthwash collections, it is autogenerated; Previously added on 11/9/23; Updated variable pre-fix from ""BioFin"" to ""BioCol"" to align with Secondary Source (4/2/26)","Required = Yes, if BioFin_BaseMouthCol_v1r0 equals 1",Biospecimen Research,No,No,4/2/26,"Participants Table Nested structure: d_173836415_d_266600170_d_448660695 (2nd CID may change based on BL/A1,2,3)",,,
2017,2017,819848608,Biospecimen,173836415,Collection Details,496823485,1 = Activity 1,,,,Revised,4/29/26,448660695,Autogenerated date/time stamp for collection of Mouthwash,,,A1 D/T Mouthwash Collected,BioCol_BMTimeA1_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,"ISO to be converted to SAS format; Previously added on 9/7/23; Updated variable pre-fix from ""BioFin"" to ""BioCol"" to align with Secondary Source, Revised Current Source Question from ""Follow Up 1"" to ""Activity 1"", Updated variable name and variable label from ""F1"" to ""A1"" (4/2/26)","Required = Yes, if BioFin_BaseMouthCol_v1r0 equals 1",Biospecimen Research,No,No,4/2/26,"Participants Table Nested structure: d_173836415_d_266600170_d_448660695 (2nd CID may change based on BL/A1,2,3)",,,
2018,2018,819848608,Biospecimen,173836415,Collection Details,650465111,2 = Activity 2,,,,Revised,4/29/26,448660695,Autogenerated date/time stamp for collection of Mouthwash,,,A2 D/T Mouthwash Collected,BioCol_BMTimeA2_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,ISO to be converted to SAS format; Previously added on 9/7/23; Updated variable pre-fix from """"""""""""""""BioFin"""""""""""""""" to """"""""""""""""BioCol"""""""""""""""" to align with Secondary Source (4/2/26),"Required = Yes, if BioFin_BaseMouthCol_v1r0 equals 1",Biospecimen Research,No,No,4/2/26,"Participants Table Nested structure: d_173836415_d_266600170_d_448660695 (2nd CID may change based on BL/A1,2,3)",,,
2019,2019,819848608,Biospecimen,173836415,Collection Details,303552867,3 = Activity 3,,,,Revised,4/29/26,448660695,Autogenerated date/time stamp for collection of Mouthwash,,,A3 D/T Mouthwash Collected,BioCol_BMTimeA3_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,ISO to be converted to SAS format; Previously added on 9/7/23; Updated variable pre-fix from """"""""""""""""BioFin"""""""""""""""" to """"""""""""""""BioCol"""""""""""""""" to align with Secondary Source (4/2/26),"Required = Yes, if BioFin_BaseMouthCol_v1r0 equals 1",Biospecimen Research,No,No,4/2/26,"Participants Table Nested structure: d_173836415_d_266600170_d_448660695 (2nd CID may change based on BL/A1,2,3)",,,
2020,2020,819848608,Biospecimen,104913069,Research- Finalization and shipping,,,,,,Revised,4/29/26,167958071,Baseline Urine Collected,,,BL Ur Collected,BioRes_BaseUrineCol_v1r0,,Num,1,104430631,0 = No,,,,"For display at check-in and check out. These will be derived from other variables in the biospecimen dictionary. Derivation should come from both biospecimen clinical and biospecimen research. For clinical collections, these derivations are only looking at entries from the dashboard. Revised 'base' to 'BL' to be consistent w/ the collection setting flags (9/3/2025); Updated Secondary Source from ""Research - Finalization & Shipping"" to ""Research"" and updated pre-fix to ""BioRes"" (4/2/26)","IF BioSpm_Visit_v1r0 = 0  AND UrineTube1_BioCol_TubeCollected_v1r0 = 1, THEN BioFin_BaseUrineCol_v1r0=1","Biospecimen Research, Biospecimen Clinical",No,Yes,4/2/26,Participants Table Not nested (d_167958071),,,
2021,2021,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
2022,2022,819848608,Biospecimen,173836415,Collection Details,266600170,0 = Baseline,,,,Revised,4/29/26,847159717,Autogenerated date/time stamp for research collection of urine,,,BL D/T Rsrch Ur Collected,BioCol_RsrchUrnTmBL_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,"ISO to be converted to SAS format. Nested under Collection Environment. Set by us for research, not used for Clinical; Previously added on 9/7/23; Updated Secondary Source to Collection Details and Variable name BioFin_ResearchUrnTime_v1r0 with BioFin_ResearchUrnTmBL_v1r0; Updated variable name from BioCol_ResearchUrnTmBL_v1r0, Updated variable pre-fix from ""BioFin"" to ""BioCol"" to align with Secondary Source (4/2/26)","Required = Yes, if BioFin_BaseUrineCol_v1r0 equals 1",Biospecimen Research,No,No,4/2/26,"Participants Table Nested structure: d_173836415_d_266600170_d_847159717 (2nd CID may change based on BL/A1,2,3)",,,
2023,2023,819848608,Biospecimen,173836415,Collection Details,496823485,1 = Activity 1,,,,Revised,4/29/26,847159717,Autogenerated date/time stamp for research collection of urine,,,A1 D/T Rsrch Ur Collected,BioCol_RsrchUrnTmA1_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,"ISO to be converted to SAS format. Nested under Collection Environment. Set by us for research, not used for Clinical; Previously added on 9/7/23; Revised Current Source Question from ""Follow Up 1"" to ""Activity 1"", Updated variable name from BioCol_ResearchUrnTmA1_v1r0, Updated variable name from ""F1"" to ""A1"", Updated variable pre-fix from ""BioFin"" to ""BioCol"" to align with Secondary Source (4/2/26)","Required = Yes, if BioFin_BaseUrineCol_v1r0 equals 1",Biospecimen Research,No,No,4/2/26,"Participants Table Nested structure: d_173836415_d_266600170_d_847159717 (2nd CID may change based on BL/A1,2,3)",,,
2024,2024,819848608,Biospecimen,173836415,Collection Details,650465111,2 = Activity 2,,,,Revised,4/29/26,847159717,Autogenerated date/time stamp for research collection of urine,,,A2 D/T Rsrch Ur Collected,BioCol_RsrchUrnTmA2_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,"ISO to be converted to SAS format. Nested under Collection Environment. Set by us for research, not used for Clinical; Previously added on 9/7/23; Updated variable pre-fix from ""BioFin"" to ""BioCol"" to align with Secondary Source, Revised Current Source Question from ""Follow Up 1"" to ""Activity 1"", Updated variable name from BioCol_ResearchUrnTmA2_v1r0, Updated variable name and variable label from ""F1"" to ""A1"" (4/2/26)","Required = Yes, if BioFin_BaseUrineCol_v1r0 equals 1",Biospecimen Research,No,No,4/2/26,"Participants Table Nested structure: d_173836415_d_266600170_d_847159717 (2nd CID may change based on BL/A1,2,3)",,,
2025,2025,819848608,Biospecimen,173836415,Collection Details,303552867,3 = Activity 3,,,,Revised,4/29/26,847159717,Autogenerated date/time stamp for research collection of urine,,,A3 D/T Rsrch Ur Collected,BioCol_RsrchUrnTmA3_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,"ISO to be converted to SAS format. Nested under Collection Environment. Set by us for research, not used for Clinical; Previously added on 9/7/23; Updated variable pre-fix from ""BioFin"" to ""BioCol"" to align with Secondary Source, Revised Current Source Question from ""Follow Up 1"" to ""Activity 1"", Updated variable name fro BioCol_ResearchUrnTmA3_v1r0, Updated variable name and variable label from ""F1"" to ""A1"" (4/2/26)","Required = Yes, if BioFin_BaseUrineCol_v1r0 equals 1",Biospecimen Research,No,No,4/2/26,"Participants Table Nested structure: d_173836415_d_266600170_d_847159717 (2nd CID may change based on BL/A1,2,3)",,,
2026,2026,819848608,Biospecimen,173836415,Collection Details,266600170,0 = Baseline,,,,,,139245758,Date/time stamp sent by the site for clinical collection of urine.,,,BL D/T Clin Ur Collected,BioClin_ClinicalUrnTmBL_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,Sent from site EMR to NCI via API.,"Required = Yes, if BioFin_BaseUrineCol_v1r0 equals 1",Biospecimen Research,No,No,7/31/25,"Participants Table Nested structure: d_173836415_d_266600170_d_139245758 (2nd CID may change based on BL/F-U1,2,3)",,,Updated Secondary Source to Collection Details and Variable name from BioClin_ClinicalUrnTime_v1r0 to BioClin_ClinicalUrnTmBL_v1r0.
2027,2027,819848608,Biospecimen,173836415,Collection Details,496823485,1 = Activity 1,,,,Revised,3/25/26,139245758,Date/time stamp sent by the site for clinical collection of urine.,,,A1 D/T Clin Ur Collected,BioCol_ClinicalUrnTmA1_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,"Set by us for research; for clinical- from site EMR, sent to NCI via API. Previously added on 3/21/24; Revised Current Source Question from ""Follow Up 1"" to ""Activity 1"", Updated variable name and variable label from ""F1"" to ""A1"" (3/9/26)","Required = Yes, if BioFin_BaseUrineCol_v1r0 equals 1",Biospecimen Research,No,No,3/9/26,"Participants Table Nested structure: d_173836415_d_266600170_d_139245758 (2nd CID may change based on BL/A1,2,3)",,,
2028,2028,819848608,Biospecimen,173836415,Collection Details,650465111,2 = Activity 2,,,,Revised,4/29/26,139245758,Date/time stamp sent by the site for clinical collection of urine,,,A2 D/T Clin Ur Collected,BioCol_ClinicalUrnTmA2_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,"Set by us for research; for clinical- from site EMR, sent to NCI via API; Previously added on 3/21/24; Revised Current Source Question from ""Follow Up 1"" to ""Activity 1"", Updated variable name and variable label from ""F1"" to ""A1"" (4/2/26)","Required = Yes, if BioFin_BaseUrineCol_v1r0 equals 1",Biospecimen Research,No,No,4/2/26,"Participants Table Nested structure: d_173836415_d_266600170_d_139245758 (2nd CID may change based on BL/A1,2,3)",,,
2029,2029,819848608,Biospecimen,173836415,Collection Details,303552867,3 = Activity 3,,,,Revised,4/29/26,139245758,Date/time stamp sent by the site for clinical collection of urine,,,A3 D/T Clin Ur Collected,BioCol_ClinicalUrnTmA3_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,"Set by us for research; for clinical- from site EMR, sent to NCI via API; Previously added on 3/21/24; Revised Current Source Question from ""Follow Up 1"" to ""Activity 1"", Updated variable name and variable label from ""F1"" to ""A1"" (4/2/26)","Required = Yes, if BioFin_BaseUrineCol_v1r0 equals 1",Biospecimen Research,No,No,4/2/26,"Participants Table Nested structure: d_173836415_d_266600170_d_139245758 (2nd CID may change based on BL/A1,2,3)",,,
2030,2030,819848608,Biospecimen,331584571,Check-In,266600170,0 = Baseline,,,,Revised,4/29/26,135591601,Currently checked into visit,,,BL Check-In Done,BioChk_CompleteBL_v1r0,,Num,1,104430631,0 = No,,Yes,No,Previously revised on 7/18/23; Updated Secondary Source from 'Select Select visit from drop down menu' to Check-In (4/2/26),,"Biospecimen Research, Study Manager Data Dictionary",No,No,4/2/26,"Participants Table Nested structure: d_331584571_d_266600170_d_135591601 (2nd CID may change based on BL/A1,2,3)",,,Updated Secondary Source to Collection Details and Variable name BioChk_Complete_v1r0 with BioChk_CompleteBL_v1r0
2031,2031,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
2032,2032,819848608,Biospecimen,331584571,Check-In,496823485,1 = Activity 1,,,,Revised,4/29/26,135591601,Currently checked into visit,,,A1 Check-In Done,BioChk_CompleteA1_v1r0,,Num,1,104430631,0 = No,,Yes,No,"Previously added on 7/18/23; Revised on 3/9/26 - Typo in Variable Label: Change ""F1 eck-In Done"" to ""F1 Check-In Done""; Updated Secondary Source from 'Select Select visit from drop down menu' to Check-In, Changed the ""Follow Up"" to ""Activity"" for Source Question, Variable Label, and Variable Name (4/2/26)",,"Biospecimen Research, Study Manager Data Dictionary",No,No,4/2/26,"Participants Table Nested structure: d_331584571_d_266600170_d_135591601 (2nd CID may change based on BL/A1,2,3)",,,
2033,2033,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,Yes,,,,,,,,,,,
2034,2034,819848608,Biospecimen,331584571,Check-In,650465111,2 = Activity 2,,,,Revised,4/29/26,135591601,Currently checked into visit,,,A2 Check-In Done,BioChk_CompleteA2_v1r0,,Num,1,104430631,0 = No,,Yes,No,"Previously revised on 7/18/23; Updated Secondary Source from 'Select Select visit from drop down menu' to Check-In, Changed the ""Follow Up"" to ""Activity"" for Source Question, Variable Label, and Variable Name (4/2/26)",,"Biospecimen Research, Study Manager Data Dictionary",No,No,4/2/26,"Participants Table Nested structure: d_331584571_d_266600170_d_135591601 (2nd CID may change based on BL/A1,2,3)",,,Added new variable.
2035,2035,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
2036,2036,819848608,Biospecimen,331584571,Check-In,303552867,3 = Activity 3,,,,Revised,4/29/26,135591601,Currently checked into visit,,,A3 Check-In Done,BioChk_CompleteA3_v1r0,,Num,1,104430631,0 = No,,Yes,No,"Previously revised on 7/18/23; Updated Secondary Source from 'Select Select visit from drop down menu' to Check-In, Changed the ""Follow Up"" to ""Activity"" for Source Question, Variable Label, and Variable Name (4/2/26)",,"Biospecimen Research, Study Manager Data Dictionary",No,No,4/2/26,"Participants Table Nested structure: d_331584571_d_266600170_d_135591601 (2nd CID may change based on BL/A1,2,3)",,,Added new variable.
2037,2037,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
2038,2038,819848608,Biospecimen,331584571,Check-In,266600170,0 = Baseline,,,,Revised,4/29/26,840048338,Autogenerated date/time stamp for check-in complete.,,,BL D/T Check-In Done,BioChk_TimeBL_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,ISO to be converted to SAS format; Previously revised on 9/7/23; Updated Secondary Source from 'Select Select visit from drop down menu' to Check-In (4/2/26),"Required = Yes, if BioChk_Complete_v1r0 equals 1","Biospecimen Research, Study Manager Data Dictionary",No,No,4/2/26,"Participants Table Nested structure: d_331584571_d_266600170_d_840048338 (2nd CID may change based on BL/A1,2,3)",,,Updated Secondary Source to Collection Details and Variable name BioChk_Time_v1r0 with BioChk_TimeBL_v1r0
2039,2039,819848608,Biospecimen,331584571,Check-In,496823485,1 = Activity 1,,,,Revised,4/29/26,840048338,Autogenerated date/time stamp for check-in complete.,,,A1 D/T Check-In Done,BioChk_TimeA1_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,"ISO to be converted to SAS format; Previously revised on 9/7/23; Updated Secondary Source from 'Select Select visit from drop down menu' to Check-In, Changed the ""Follow Up"" to ""Activity"" for Source Question, Variable Label, and Variable Name (4/2/26)","Required = Yes, if BioChk_Complete_v1r0 equals 1","Biospecimen Research, Study Manager Data Dictionary",No,No,4/2/26,"Participants Table Nested structure: d_331584571_d_266600170_d_840048338 (2nd CID may change based on BL/A1,2,3)",,,
2040,2040,819848608,Biospecimen,331584571,Check-In,650465111,2 = Activity 2,,,,Revised,4/29/26,840048338,Autogenerated date/time stamp for check-in complete.,,,A2 D/T Check-In Done,BioChk_TimeA2_v1r0,,ISO,24,,Example: 2020-07-17T15:21:26.763Z,,Yes,No,ISO to be converted to SAS format; Previously revised on 9/7/23; Updated Secondary Source from 'Select Select visit from drop down menu' to Check-In (4/2/26),"Required = Yes, if BioChk_Complete_v1r0 equals 1","Biospecimen Research, Study Manager Data Dictionary",No,No,4/2/26,"Participants Table Nested structure: d_331584571_d_266600170_d_840048338 (2nd CID may change based on BL/A1,2,3)",,,Added new variable.
